CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
Source,2119,"Containers--nonpressurized, n.e.c.",4,227
Source,212,Containers--pressurized,3,228
Source,2120,"Containers--pressurized, unspecified",4,229
Source,2121,Boilers,4,230
Source,2122,Hoses,4,231
Source,2123,Oxygen tanks and cylinders,4,232
Source,2124,"Pressure lines, except hoses",4,233
Source,2125,Propane tanks and cylinders,4,234
Source,2126,Beer and soda kegs ,4,235
Source,2127,Fire extinguishers ,4,236
Source,2129,"Containers--pressurized, n.e.c.",4,237
Source,213,Containers--variable restraint,3,238
Source,2130,"Containers--variable restraint, unspecified",4,239
Source,2131,"Bundles, bales",4,240
Source,2132,"Packages, parcels",4,241
Source,2133,"Reels, rolls, spools, coils, cones",4,242
Source,2139,"Containers--variable restraint, n.e.c.",4,243
Source,214,"Dishes, drinking cups, beverage glasses",3,244
Source,2140,"Dishes, drinking cups, beverage glasses, unspecified",4,245
Source,2141,"Dishes, bowls",4,246
Source,2142,"Glasses--beverage, drinking cups",4,247
Source,2149,"Dishes, drinking cups, beverage glasses, n.e.c.",4,248
Source,215,"Luggage, handbags",3,249
Source,2150,"Luggage, handbags, unspecified",4,250
Source,2151,Briefcases,4,251
Source,2152,"Handbags, pocketbooks, wallets, tote bags",4,252
Source,2153,"Suitcases, baggage, luggage",4,253
Source,2154,Computer and laptop cases ,4,254
Source,2155,Backpacks ,4,255
Source,2156,Mail bags and satchels--shoulder,4,256
Source,2157,Tool belts,4,257
Source,2158,Multiple luggage and handbags,4,258
Source,2159,"Luggage, handbags, n.e.c.",4,259
Source,216,"Skids, pallets",3,260
Source,218,Multiple types of containers,3,261
Source,219,"Containers, n.e.c.",3,262
Source,22,Furniture and fixtures,2,263
Source,220,"Furniture and fixtures, unspecified",3,264
Source,221,"Cases, cabinets, racks, shelves",3,265
Source,2210,"Cases, cabinets, racks, shelves, unspecified",4,266
Source,2211,Bookcases,4,267
Source,2212,"Cabinets, cases--display, storage",4,268
Source,2213,"Counters, counter tops",4,269
Source,2214,Racks--garment and other ,4,270
Source,2215,Lockers,4,271
Source,2216,Partitions,4,272
Source,2217,"Shelves, shelving",4,273
Source,2218,"Cages, cage racks",4,274
Source,2219,"Cases, cabinets, racks, shelves, n.e.c.",4,275
Source,222,"Floor, wall, and window coverings",3,276
Source,2220,"Floor, wall, and window coverings, unspecified",4,277
Source,2221,Floor coverings-- nonstructural,4,278
Source,2222,Wall coverings,4,279
Source,2223,"Window coverings, blinds, shades, draperies",4,280
Source,2229,"Floor, wall, and window coverings, n.e.c.",4,281
Source,223,Furniture,3,282
Source,2230,"Furniture, unspecified",4,283
Source,2231,"Beds, mattresses",4,284
Source,2232,"Benches, workbenches, saw horses",4,285
Source,2233,Chairs,4,286
Source,2234,Desks,4,287
Source,2235,Sofas,4,288
Source,2236,"Tables, worktables",4,289
Source,2237,"Dressers, armoires ",4,290
Source,2238,Multiple types of furniture ,4,291
Source,2239,"Furniture, n.e.c.",4,292
Source,224,Lighting fixtures and equipment,3,293
Source,2240,"Lighting equipment, unspecified",4,294
Source,2241,"Lamps, light fixtures",4,295
Source,2242,Light bulbs,4,296
Source,2249,"Lighting equipment, n.e.c.",4,297
Source,225,Plumbing fixtures,3,298
Source,2250,"Plumbing fixtures, unspecified",4,299
Source,2251,"Bathtubs, hot tubs, showers",4,300
Source,2252,Sinks,4,301
Source,2253,"Toilets, urinals",4,302
Source,2259,"Plumbing fixtures, n.e.c.",4,303
Source,226,"Blackboards, bulletin boards, mirrors",3,304
Source,2260,"Blackboards, bulletin boards, mirrors, unspecified",4,305
Source,2261,"Blackboards, bulletin boards, mirrors--wall-mounted",4,306
Source,2262,"Blackboards, bulletin boards, mirrors--stand-alone",4,307
Source,229,"Furniture and fixtures, n.e.c.",3,308
Source,29,"Containers, furniture, and fixtures, n.e.c.",2,309
Source,3,MACHINERY,1,310
Source,30,"Machinery, unspecified",2,311
Source,31,Agricultural and garden machinery,2,312
Source,310,"Agricultural and garden machinery, unspecified",3,313
Source,311,Harvesting and threshing machinery,3,314
Source,3110,"Harvesting and threshing machinery, unspecified",4,315
Source,3111,Balers--agricultural,4,316
Source,3112,Combines,4,317
Source,3113,"Harvesters, reapers",4,318
Source,3114,Threshers,4,319
Source,3119,"Harvesting and threshing machinery, n.e.c.",4,320
Source,312,Mowing machinery,3,321
Source,3120,"Mowing machinery, unspecified",4,322
Source,3121,"Lawn mowers--nonriding, powered",4,323
Source,3122,Lawn mowers--riding,4,324
Source,3123,Brush hogs--tractor,4,325
Source,3124,Sickle bars--tractor,4,326
Source,3125,"Mower--tractor, n.e.c.",4,327
Source,3129,"Mowing machinery, n.e.c.",4,328
Source,313,"Plowing, planting, and fertilizing machinery",3,329
Source,3130,"Plowing, planting, and fertilizing machinery, unspecified",4,330
Source,3131,Plowing and cultivating machinery,4,331
Source,3132,Seed planting machinery,4,332
Source,3133,Spreading machinery--agricultural,4,333
Source,3139,"Plowing, planting, and fertilizing machinery, n.e.c.",4,334
Source,319,Other agricultural and garden machinery,3,335
Source,3190,"Other agricultural and garden machinery, unspecified",4,336
Source,3191,"Feed grinders, crushers, mixers--agricultural",4,337
Source,3192,Spraying and dusting machinery--agricultural,4,338
Source,3193,Irrigation machinery ,4,339
Source,3199,"Agricultural and garden machinery, n.e.c.",4,340
Source,32,"Construction, logging, and mining machinery",2,341
Source,320,"Construction, logging, and mining machinery, unspecified",3,342
Source,321,Excavating machinery,3,343
Source,3210,"Excavating machinery, unspecified",4,344
Source,3211,"Backhoes, trackhoes",4,345
Source,3212,Bulldozers,4,346
Source,3213,Front and power shovels,4,347
Source,3214,Mini excavators,4,348
Source,3215,Trenchers,4,349
Source,3219,"Excavating machinery, n.e.c.",4,350
Source,322,Loaders,3,351
Source,3220,"Loaders, unspecified",4,352
Source,3221,"Bucket, front-end, end, and pay loaders",4,353
Source,3222,"Skid steer loaders, mini loaders",4,354
Source,3229,"Loaders, n.e.c.",4,355
Source,323,Logging and wood processing machinery--specialized,3,356
Source,3230,"Logging and wood processing machinery--specialized, unspecified",4,357
Source,3231,Mechanical harvesters--logging,4,358
Source,3232,"Forwarding and yarding machinery, except feller-forwarders",4,359
Source,3233,Skidders--cable and grapple,4,360
Source,3234,Chippers,4,361
Source,3235,Log processing machinery,4,362
Source,3236,Combination log processing machinery,4,363
Source,3237,Log loaders,4,364
Source,3239,"Logging and wood processing machinery--specialized, n.e.c.",4,365
Source,324,Mining and drilling machinery,3,366
Source,3240,"Mining and drilling machinery, unspecified",4,367
Source,3241,"Drilling machines, drilling augers",4,368
Source,3242,"Mineral sorters, separators, concentrators",4,369
Source,3243,Tunneling machines,4,370
Source,3244,Oil drilling rigs and machinery,4,371
Source,3249,"Mining and drilling machinery, n.e.c.",4,372
Source,325,Road grading and surfacing machinery,3,373
Source,3250,"Road grading and surfacing machinery, unspecified",4,374
Source,3251,Asphalt and concrete spreaders,4,375
Source,3252,"Asphalt and concrete paving machines, pavers",4,376
Source,3253,"Rollers, compactors--construction",4,377
Source,3254,"Graders, scrapers--construction",4,378
Source,3255,"Milling machines, cold planers, and road profilers",4,379
Source,3256,"Road recyclers, road reclaimers",4,380
Source,3257,Material transfer machines,4,381
Source,3258,Road linemarking and striping machinery,4,382
Source,3259,"Road grading and surfacing machinery, n.e.c.",4,383
Source,329,"Other construction, logging, and mining machinery",3,384
Source,3290,"Other construction, logging, and mining machinery, unspecified",4,385
Source,3291,"Agitators, mixers--earth, mineral",4,386
Source,3292,"Compactors, crushers, pulverizers--earth, mineral",4,387
Source,3293,"Pile drivers, tamping machinery",4,388
Source,3299,"Construction, logging, and mining machinery, n.e.c.",4,389
Source,33,"Heating, cooling, and cleaning machinery and appliances",2,390
Source,330,"Heating, cooling, and cleaning machinery and appliances, unspecified",3,391
Source,331,Cooling and humidifying machinery and appliances,3,392
Source,3310,"Cooling and humidifying machinery and appliances, unspecified",4,393
Source,3311,Air conditioning units,4,394
Source,3312,"Fans, blowers--wall, floor, ceiling, ventilation",4,395
Source,3313,"Humidifiers, dehumidifiers, vaporizers",4,396
Source,3314,"Refrigerators, freezers, ice makers",4,397
Source,3319,"Cooling and humidifying machinery and appliances, n.e.c.",4,398
Source,332,Heating and cooking machinery and appliances,3,399
Source,3320,"Heating and cooking machinery and appliances, unspecified",4,400
Source,3321,Beverage heating and percolating equipment and  appliances,4,401
Source,3322,Broiling and frying equipment and appliances,4,402
Source,3323,Fabric pressers and ironing appliances,4,403
Source,3324,"Furnaces, heaters",4,404
Source,3325,Kilns,4,405
Source,3326,"Ranges, cooking ovens, grills, toasters, food warmers",4,406
Source,3327,Steaming equipment and appliances,4,407
Source,3329,"Heating and cooking machinery and appliances, n.e.c.",4,408
Source,333,"Washers, dryers, and cleaning machinery and appliances",3,409
Source,3330,"Washers, dryers, and cleaning machinery and appliances, unspecified",4,410
Source,3331,Car or vehicle washing machinery,4,411
Source,3332,Clothes dryers,4,412
Source,3333,Clothes washers,4,413
Source,3334,Dishwashers,4,414
Source,3335,Hair and hand dryers,4,415
Source,3336,Vacuum cleaners,4,416
Source,3339,"Washers, dryers, and cleaning machinery and appliances, n.e.c.",4,417
Source,339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",3,418
Source,34,Material and personnel handling machinery,2,419
Source,340,"Material and personnel handling machinery, unspecified",3,420
Source,341,Conveyors--gravity and nonpowered,3,421
Source,3410,"Conveyors--gravity and nonpowered, unspecified",4,422
Source,3411,Chutes,4,423
Source,3412,Conveyors--roller,4,424
Source,3413,Conveyors--wheel,4,425
Source,3419,"Conveyors--gravity and nonpowered, n.e.c.",4,426
Source,342,Conveyors--powered,3,427
Source,3420,"Conveyors--powered, unspecified",4,428
Source,3421,Conveyors--belt,4,429
Source,3422,"Conveyors--bucket, cup",4,430
Source,3423,Conveyors--chain,4,431
Source,3424,Conveyors--live roller,4,432
Source,3425,Conveyors--pan,4,433
Source,3426,Conveyors--pneumatic,4,434
Source,3427,"Conveyors--screw, auger",4,435
Source,3428,Conveyors--slot,4,436
Source,3429,"Conveyors--powered, n.e.c.",4,437
Source,343,Cranes,3,438
Source,3430,"Cranes, unspecified",4,439
Source,3431,Cranes--truck-mounted,4,440
Source,3432,Cranes--rail-mounted,4,441
Source,3433,"Cranes--floating, barge mounted",4,442
Source,3434,Cranes--other mobile cranes,4,443
Source,3435,"Cranes--tower, self-erecting, portal, pillar, hammerhead",4,444
Source,3436,"Cranes--gantry, overhead, monorail, container",4,445
Source,3437,Cranes--other fixed or stationary cranes,4,446
Source,3439,"Cranes, n.e.c.",4,447
Source,344,Overhead hoists,3,448
Source,3440,"Overhead hoists, unspecified",4,449
Source,3441,Overhead hoists--electric powered,4,450
Source,3442,Overhead hoists--manual,4,451
Source,3443,Overhead hoists--pneumatic powered,4,452
Source,3449,"Overhead hoists, n.e.c.",4,453
Source,345,Derricks and related equipment,3,454
Source,346,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted",3,455
Source,3460,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted, unspecified",4,456
Source,3461,Dumbwaiters,4,457
Source,3462,Elevators,4,458
Source,3463,Manlifts,4,459
Source,3464,Automobile lifts and hoists,4,460
Source,3465,Material and personnel hoists,4,461
Source,3466,Boat lifts,4,462
Source,3467,"Aerial lifts, scissor lifts--except truck-mounted",4,463
Source,3469,"Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted, n.e.c.",4,464
Source,347,Jacks,3,465
Source,348,"Ski lifts, nonrail amusement rides",3,466
Source,3480,"Ski lifts, nonrail amusement rides, unspecified",4,467
Source,3481,"Ski lifts, gondola rides",4,468
Source,3482,Nonrail amusement rides,4,469
Source,3489,"Ski lifts, nonrail amusement rides, n.e.c.",4,470
Source,349,Other material and personnel handling machinery,3,471
Source,3490,"Other material and personnel handling machinery, unspecified",4,472
Source,3491,"Winders, unwinders",4,473
Source,3492,"Banding, baling, strapping machinery",4,474
Source,3493,Stacking machinery,4,475
Source,3499,"Material and personnel handling machinery, n.e.c.",4,476
Source,35,"Metal, woodworking, and special material machinery",2,477
Source,350,"Metal, woodworking, and special material machinery, unspecified",3,478
Source,351,"Bending, rolling, shaping machinery",3,479
Source,3510,"Bending, rolling, shaping machinery, unspecified",4,480
Source,3511,"Bending, crimping machines",4,481
Source,3512,Shearing machines,4,482
Source,3513,"Rolling mills, rolling, calendering machinery",4,483
Source,3519,"Bending, rolling, shaping machinery, n.e.c.",4,484
Source,352,"Boring, drilling, planing, milling machinery",3,485
Source,3520,"Boring, drilling, planing, milling machinery, unspecified",4,486
Source,3521,Drills--stationary,4,487
Source,3522,Planing mills,4,488
Source,3523,Milling machines,4,489
Source,3524,Reaming machines,4,490
Source,3525,"Boring, routing, notching machines",4,491
Source,3529,"Boring, drilling, planing, milling machinery, n.e.c.",4,492
Source,353,"Extruding, injecting, forming, molding machinery",3,493
Source,3530,"Extruding, injecting, forming, molding machinery, unspecified",4,494
Source,3531,Casting machinery,4,495
Source,3532,Extruding machinery,4,496
Source,3533,Forging machinery,4,497
Source,3534,Plastic injection molding machinery,4,498
Source,3539,"Extruding, injecting, forming, molding machinery, n.e.c.",4,499
Source,354,"Grinding, polishing machinery",3,500
Source,3540,"Grinding, polishing machinery, unspecified",4,501
Source,3541,"Grinders, abraders",4,502
Source,3542,"Honing, polishing, lapping machinery",4,503
Source,3549,"Grinding, polishing machinery, n.e.c.",4,504
Source,355,Lathes,3,505
Source,3550,"Lathes, unspecified",4,506
Source,3551,Metalworking lathes,4,507
Source,3552,Woodworking lathes,4,508
Source,3559,"Lathes, n.e.c.",4,509
Source,356,"Presses, except printing",3,510
Source,3560,"Presses, except printing, unspecified",4,511
Source,3561,Assembly presses,4,512
Source,3562,Brake presses,4,513
Source,3563,Punch presses,4,514
Source,3569,"Presses, except printing, n.e.c.",4,515
Source,357,Sawing machinery--stationary,3,516
Source,3570,"Sawing machinery--stationary, unspecified",4,517
Source,3571,"Arm saws, radial arm saws",4,518
Source,3572,Band saws,4,519
Source,3573,Table saws,4,520
Source,3579,"Sawing machinery--stationary, n.e.c.",4,521
Source,358,Threading and tapping machines,3,522
Source,359,"Other metal, woodworking, and special material machinery",3,523
Source,3590,"Other metal, woodworking, and special material machinery, unspecified",4,524
Source,3591,Electrochemical and discharge machinery (EDM),4,525
Source,3592,Laser cutting machinery,4,526
Source,3593,Pressure fluid cutting machinery,4,527
Source,3594,Welding machinery,4,528
Source,3599,"Metal, woodworking, and special material machinery, n.e.c.",4,529
Source,36,Office and business machinery,2,530
Source,360,"Office and business machinery, unspecified",3,531
Source,361,Computers and peripheral equipment,3,532
Source,3610,"Computers and peripheral equipment, unspecified",4,533
Source,3611,Computer monitors,4,534
Source,3612,Computers--CPUs,4,535
Source,3613,Keyboards--computer,4,536
Source,3614,Optical scanners,4,537
Source,3615,Printers and plotters--computer,4,538
Source,3616,"Computer mice, laptop trackpads",4,539
Source,3618,Multiple computer and peripheral equipment,4,540
Source,3619,"Computers and peripheral equipment, n.e.c.",4,541
Source,362,"Office, banking, and retail machinery",3,542
Source,3620,"Office, banking, and retail machinery, unspecified",4,543
Source,3621,Automated teller machines,4,544
Source,3622,Calculating machines and cash registers,4,545
Source,3623,FAX machines,4,546
Source,3624,Mailing and metering machines,4,547
Source,3625,Photocopiers,4,548
Source,3626,Typewriters and word processing equipment,4,549
Source,3627,Shredders,4,550
Source,3629,"Office, banking, and retail machinery, n.e.c.",4,551
Source,369,"Office and business machinery, n.e.c.",3,552
Source,37,Special process machinery,2,553
Source,370,"Special process machinery, unspecified",3,554
Source,371,Food and beverage processing machinery--specialized,3,555
Source,3710,"Food and beverage processing machinery--specialized, unspecified",4,556
Source,3711,Food slicers,4,557
Source,3712,"Juice, oil, and fat extractors",4,558
Source,3713,Meat grinders,4,559
Source,3714,"Mixers, blenders, whippers--food and beverage",4,560
Source,3715,Butchering machinery,4,561
Source,3716,Dairy and milk processing machinery--specialized,4,562
Source,3719,"Food and beverage processing machinery--specialized, n.e.c.",4,563
Source,372,"Medical, surgical, x-ray machinery and equipment",3,564
Source,3720,"Medical, surgical, x-ray machinery and equipment, unspecified",4,565
Source,3721,"Medical machinery and equipment, except x-ray",4,566
Source,3722,"X-ray, magnetic resonance imaging (MRI), and fluoroscope machinery and equipment",4,567
Source,3729,"Medical, surgical, x-ray machinery and equipment, n.e.c.",4,568
Source,373,"Packaging, bottling, wrapping machinery",3,569
Source,3730,"Packaging, bottling, wrapping machinery, unspecified",4,570
Source,3731,"Bottling, canning, filling machinery",4,571
Source,3732,"Packaging, wrapping, bundling machinery",4,572
Source,3733,Product labeling machinery,4,573
Source,3734,"Sealing, stapling machinery",4,574
Source,3739,"Packaging, bottling, wrapping machinery, n.e.c.",4,575
Source,374,Paper production machinery,3,576
Source,3740,"Paper production machinery, unspecified",4,577
Source,3741,"Calenders, supercalenders--paper production",4,578
Source,3742,Coaters--paper production,4,579
Source,3743,Dryers--paper production,4,580
Source,3744,Formers--paper production,4,581
Source,3745,"Slitters, winders--paper production",4,582
Source,3746,"Washers, bleachers, refiners--paper production",4,583
Source,3749,"Paper production machinery, n.e.c.",4,584
Source,375,Printing machinery and equipment,3,585
Source,3750,"Printing machinery and equipment, unspecified",4,586
Source,3751,Bindery machinery,4,587
Source,3752,Engraving machinery,4,588
Source,3753,Presses--printing,4,589
Source,3754,Typesetting machinery,4,590
Source,3759,"Printing machinery and equipment, n.e.c.",4,591
Source,376,"Textile, apparel, leather production machinery",3,592
Source,3760,"Textile, apparel, leather production machinery, unspecified",4,593
Source,3761,Dyeing machinery--textile,4,594
Source,3762,Knitting machinery,4,595
Source,3763,"Picking, carding, combing machinery",4,596
Source,3764,"Sewing, stitching machinery",4,597
Source,3765,Spinning machinery,4,598
Source,3766,Weaving machinery,4,599
Source,3769,"Textile, apparel, leather production machinery, n.e.c.",4,600
Source,379,Other special process machinery,3,601
Source,3790,"Other special process machinery, unspecified",4,602
Source,3791,Centrifuges,4,603
Source,3792,Distilling and rectifying machinery,4,604
Source,3793,"Dyeing machinery, except textile",4,605
Source,3794,Gas liquefying machinery,4,606
Source,3795,Paint mixing machinery,4,607
Source,3796,"Painting, priming, metal coating machinery",4,608
Source,3797,Pumps,4,609
Source,3799,"Special process machinery, n.e.c.",4,610
Source,39,Miscellaneous machinery,2,611
Source,390,"Miscellaneous machinery, unspecified",3,612
Source,391,Audio and video equipment,3,613
Source,3910,"Audio and video equipment, unspecified",4,614
Source,3911,Audio equipment,4,615
Source,3912,Stationary telephones and communication equipment,4,616
Source,3913,"Mobile phones, personal digital assistants, other mobile devices",4,617
Source,3914,Televisions,4,618
Source,3915,Video players and recorders,4,619
Source,3919,"Audio and video equipment, n.e.c.",4,620
Source,392,"Product assembly machinery, n.e.c.",3,621
Source,393,"Product testing, inspecting, and diagnostic machinery, n.e.c.",3,622
Source,399,Other machinery,3,623
Source,3990,"Other machinery, unspecified",4,624
Source,3991,Air compressors,4,625
Source,3992,Garbage disposals,4,626
Source,3993,Incinerators,4,627
Source,3994,Snowblowers,4,628
Source,3995,Trash compactors,4,629
Source,3996,Vending machines,4,630
Source,3999,"Machinery, n.e.c.",4,631
Source,4,PARTS AND MATERIALS,1,632
Source,40,"Parts and materials, unspecified",2,633
Source,41,Building materials--solid elements,2,634
Source,410,"Building materials, unspecified",3,635
Source,411,"Bricks, blocks, structural stone",3,636
Source,4110,"Bricks, blocks, structural stone, unspecified",4,637
Source,4111,Bricks and pavers,4,638
Source,4112,"Concrete blocks, cinder blocks",4,639
Source,4113,"Stone, marble, granite slabs",4,640
Source,4114,"Structural stones or slabs, n.e.c.",4,641
Source,4119,"Bricks, blocks, structural stone, n.e.c.",4,642
Source,412,"Pipes, ducts, tubing",3,643
Source,4120,"Pipes, ducts, tubing, unspecified",4,644
Source,4121,Concrete or clay pipes and conduits,4,645
Source,4122,Ducts,4,646
Source,4123,"Metal pipes, tubing",4,647
Source,4124,"Pipe fittings, collars",4,648
Source,4125,"Plastic, PVC, or rubber pipes and tubing",4,649
Source,4129,"Pipes, ducts, tubing, n.e.c.",4,650
Source,413,Structural metal materials,3,651
Source,4130,"Structural metal materials, unspecified",4,652
Source,4131,Angle irons,4,653
Source,4132,"Bars, rods, reinforcing bar (rebar)",4,654
Source,4133,Beams--unattached metal,4,655
Source,4134,Grates,4,656
Source,4135,"Metal plates, metal panels",4,657
Source,4136,Rails--unattached metal,4,658
Source,4137,Sheet metal,4,659
Source,4139,"Structural metal materials, n.e.c.",4,660
Source,414,"Tiles, shingles",3,661
Source,4140,"Tiles, shingles, unspecified",4,662
Source,4141,Ceiling tiles,4,663
Source,4142,"Ceramic or stone tiles--drain, roof, multipurpose",4,664
Source,4143,"Roof shingles, except tile",4,665
Source,4144,Vinyl floor tiles,4,666
Source,4149,"Tiles, shingles, n.e.c.",4,667
Source,415,"Wood, lumber",3,668
Source,4150,"Wood, lumber, unspecified",4,669
Source,4151,"Dimensional lumber: 2x4, 2x3, etc.",4,670
Source,4152,"Plywood, wood paneling; particle, chip, flake board",4,671
Source,4153,Wooden beams ,4,672
Source,4154,"Wood pieces, trim pieces, wood scraps, n.e.c.",4,673
Source,4155,Wooden stakes,4,674
Source,4159,"Wood, lumber, n.e.c.",4,675
Source,419,Other building materials--solid elements,3,676
Source,4190,"Other building materials--solid elements, unspecified",4,677
Source,4191,"Fencing and screening material, n.e.c.",4,678
Source,4192,Flashing,4,679
Source,4193,Glass building materials,4,680
Source,4194,"Gutters, downspouts",4,681
Source,4195,Sheet flooring,4,682
Source,4196,"Siding--aluminum, vinyl",4,683
Source,4197,"Structural hardware, n.e.c.",4,684
Source,4198,"Wallboard, drywall, sheetrock",4,685
Source,4199,"Building materials--solid elements, n.e.c.",4,686
Source,42,"Fasteners, connectors, ropes, ties",2,687
Source,420,"Fasteners, connectors, ropes, ties, unspecified",3,688
Source,421,Fasteners,3,689
Source,4210,"Fasteners, unspecified",4,690
Source,4211,"Clamps, couplings",4,691
Source,4212,"Nails, brads, tacks, nuts, bolts, washers",4,692
Source,4213,Hinges,4,693
Source,4214,Rivets,4,694
Source,4215,Screws,4,695
Source,4216,Spikes,4,696
Source,4217,Staples,4,697
Source,4219,"Fasteners, n.e.c.",4,698
Source,422,"Ropes, ties, chains",3,699
Source,4220,"Ropes, ties, chains, unspecified",4,700
Source,4221,Bands,4,701
Source,4222,Bungee cords,4,702
Source,4223,"Chains, n.e.c.",4,703
Source,4224,"Rope, twine, string",4,704
Source,4225,Strapping,4,705
Source,4226,"Wire, cables--nonelectrical",4,706
Source,4229,"Ropes, ties, chains, n.e.c.",4,707
Source,423,"Valves, nozzles",3,708
Source,429,"Fasteners, connectors, ropes, ties, n.e.c.",3,709
Source,43,Hoisting accessories,2,710
Source,430,"Hoisting accessories, unspecified",3,711
Source,431,"Fixtures, load indicators",3,712
Source,432,"Hooks, shackles, magnets, clamshells",3,713
Source,433,Slings,3,714
Source,439,"Hoisting accessories, n.e.c.",3,715
Source,44,"Machine, tool, and electric parts",2,716
Source,440,"Machine, tool, and electric parts, unspecified",3,717
Source,441,Electric parts,3,718
Source,4410,"Electric parts, unspecified",4,719
Source,4411,Electrical wiring--building,4,720
Source,4412,Generators,4,721
Source,4413,Batteries other than automotive ,4,722
Source,4414,Motors other than vehicle,4,723
Source,4415,"Power lines, transformers, convertors",4,724
Source,4416,"Relays, rheostats, starters, controls",4,725
Source,4417,"Switchboards, switches, fuses",4,726
Source,4418,"Power cords, electrical cords, extension cords",4,727
Source,4419,"Electric parts, n.e.c.",4,728
Source,442,Machine and appliance parts,3,729
Source,4420,"Machine and appliance parts, unspecified",4,730
Source,4421,"Dies, molds, patterns",4,731
Source,4422,"Drives--chain, leather, fabric, vee belt",4,732
Source,4423,"Drums, pulleys, sheaves",4,733
Source,4424,"Engines, turbines, except vehicle",4,734
Source,4425,Friction clutches,4,735
Source,4426,Gears,4,736
Source,4427,Rollers,4,737
Source,4429,"Machine and appliance parts, n.e.c.",4,738
Source,443,"Tool parts, accessories",3,739
Source,4430,"Tool parts, accessories, unspecified",4,740
Source,4431,Drill bits--unattached,4,741
Source,4432,Saw blades--unattached,4,742
Source,4439,"Tool parts, accessories, n.e.c.",4,743
Source,449,"Machine, tool, and electric parts, n.e.c.",3,744
Source,45,Metal materials--nonstructural,2,745
Source,450,"Metal materials--nonstructural, unspecified",3,746
Source,451,"Metal sheets, ingots, bars--nonstructural",3,747
Source,452,"Molten or hot metals, slag",3,748
Source,459,"Metal materials--nonstructural, n.e.c.",3,749
Source,46,"Tars, sealants, caulking, insulating material",2,750
Source,460,"Tars, sealants, caulking, insulation, unspecified",3,751
Source,461,"Roofing asphalt, roofing tar",3,752
Source,462,Fiberglass insulation,3,753
Source,463,"Foam caulking, foam insulation",3,754
Source,464,"Joint compound, patching compound",3,755
Source,465,"Plastic, vinyl caulking",3,756
Source,466,"Sealants, waterproofers, n.e.c.",3,757
Source,469,"Tars, sealants, caulking, insulation, n.e.c.",3,758
Source,47,Tarps and sheeting--nonmetal,2,759
Source,470,"Tarps and sheeting--nonmetal, unspecified",3,760
Source,471,"Roofing paper, roofing felt",3,761
Source,472,"Tarps, plastic or fabric sheeting",3,762
Source,473,Plastic wrap,3,763
Source,474,Cardboard,3,764
Source,479,"Tarps and sheeting--nonmetal, n.e.c.",3,765
Source,48,Vehicle and mobile equipment parts,2,766
Source,480,"Vehicle and mobile equipment parts, unspecified",3,767
Source,481,"Tires, inner tubes, wheels",3,768
Source,4810,"Tires, inner tubes, wheels, unspecified",4,769
Source,4811,Bike tires,4,770
Source,4812,Tire inner tubes,4,771
Source,4813,"Tires, except bike",4,772
Source,4814,"Wheels, tire rims",4,773
Source,4819,"Tires, inner tubes, wheels, n.e.c.",4,774
Source,482,Engine parts and accessories,3,775
Source,4820,"Engine parts and accessories, unspecified",4,776
Source,4821,Battery--vehicle ,4,777
Source,4822,"Belts, hoses--vehicle",4,778
Source,4823,"Engine, engine block, motor--vehicle",4,779
Source,4824,Fan--vehicle,4,780
Source,4825,"Muffler, exhaust",4,781
Source,4826,Radiator--vehicle,4,782
Source,4827,Transmission--vehicle,4,783
Source,4829,"Engine parts and accessories, n.e.c.",4,784
Source,483,Trailers,3,785
Source,484,"Windshields, vehicle windows",3,786
Source,485,"Vehicle doors, liftgates, tailgates",3,787
Source,4850,"Vehicle doors, liftgates, tailgates, unspecified",4,788
Source,4851,Vehicle passenger doors,4,789
Source,4852,Liftgates,4,790
Source,4853,Tailgates,4,791
Source,489,"Vehicle and mobile equipment parts, n.e.c.",3,792
Source,49,Other parts and materials,2,793
Source,490,"Other parts and materials, unspecified",3,794
Source,491,"Caps, lids, covers",3,795
Source,4910,"Caps, lids, covers, unspecified",4,796
Source,4911,"Container caps, lids, covers",4,797
Source,4912,Manhole and cistern covers,4,798
Source,4919,"Caps, lids, covers, n.e.c.",4,799
Source,499,"Parts and materials, n.e.c.",3,800
Source,5,"PERSONS, PLANTS, ANIMALS, AND MINERALS",1,801
Source,50,"Persons, plants, animals, and minerals, unspecified",2,802
Source,51,Animals,2,803
Source,510,"Animals, unspecified",3,804
Source,511,Birds and fowl,3,805
Source,5110,"Birds and fowl, unspecified",4,806
Source,5111,"Birds, except fowl",4,807
Source,5112,Chickens,4,808
Source,5113,Ducks,4,809
Source,5114,Geese,4,810
Source,5115,Turkeys,4,811
Source,5119,"Birds and fowl, n.e.c.",4,812
Source,512,"Fish, shellfish",3,813
Source,513,"Insects, arachnids, mites",3,814
Source,5130,"Insects, arachnids, mites, unspecified",4,815
Source,5131,"Bees, hornets, wasps ",4,816
Source,5132,"Spiders, scorpions",4,817
Source,5133,Ants,4,818
Source,5134,"Lice, fleas, bedbugs",4,819
Source,5135,Mosquitoes,4,820
